Combination,Validation Accuracy,Validation Loss,Test Accuracy,Test Loss,Training time,Inference time,Cohens Kappa,MCC,Balanced Accuracy
CNN+Dense,60.00000238418579,0.6656942367553711,62.0,0.6740274231232858,40.90664744377136,0.7482903003692627,0.24,0.2421622058386724,0.62
CNN+Dense+Dropout,62.14285492897034,0.6633373498916626,62.66666666666667,0.6669845317511741,49.63453078269959,0.7661857604980469,0.2533333333333333,0.2673935429164744,0.6266666666666667
CNN+GlobbalAveragePooling+Dense,57.85714387893677,0.6915197372436523,49.0,0.6930804340044657,43.82823395729065,0.7429935932159424,-0.02,-0.0586210381760549,0.49
CNN+Conv2D+GlobalAveragePooling+Dropout+Dense,60.00000238418579,0.6816574931144714,55.333333333333336,0.6901430284976959,90.3288471698761,1.809741735458374,0.1066666666666666,0.1248781082108925,0.5533333333333333
CNN+LSTM+Dense,55.000001192092896,0.6883033514022827,50.0,0.6951330902179083,78.71568775177002,0.7590687274932861,0.0,0.0,0.5
CNN+GRU+Dense,59.28571224212647,0.6899069547653198,54.333333333333336,0.682404517158866,37.54769253730774,0.8796062469482422,0.0866666666666666,0.0881057319309098,0.5433333333333333
CNN+Attention Mechanism+Dense,55.714285373687744,0.6725307106971741,56.333333333333336,0.6725012357532978,36.80514764785767,0.780247688293457,0.1266666666666667,0.1276952082812286,0.5633333333333334
CNN+Capsule Network+Dense,59.285712242126465,0.643085777759552,62.66666666666667,0.6425886178016662,46.89930272102356,0.7763657569885254,0.2533333333333333,0.2609604537529376,0.6266666666666667
