Combination,Validation Accuracy,Validation Loss,Test Accuracy,Test Loss,Training time,Inference time,Cohens Kappa,MCC,Balanced Accuracy
CNN+Dense,60.0000023841858,0.648757696151733,58.0,0.675150791717072,70.3377165794373,0.712295293807983,0.16,0.18394180184549,0.58
CNN+Dense+Dropout,58.571428060531616,0.650973379611969,58.66666666666666,0.67500394243747,115.01408076286316,0.8796591758728027,0.1733333333333333,0.2070021704720066,0.5866666666666667
CNN+GlobbalAveragePooling+Dense,44.999998807907104,0.6937475800514221,50.0,0.6931450949112574,34.15982174873352,0.8720476627349854,0.0,0.0,0.5
CNN+Conv2D+GlobalAveragePooling+Dropout+Dense,55.000001192092896,0.6907354593276978,50.0,0.6930525137980779,91.5407292842865,1.86159348487854,0.0,0.0,0.5
CNN+LSTM+Dense,55.000001192092896,0.6892067193984985,50.0,0.6942161693175634,120.46711349487305,0.894904375076294,0.0,0.0,0.5
CNN+GRU+Dense,55.000001192092896,0.683522641658783,50.0,0.7090056384603183,36.98476767539978,0.9967362880706788,0.0,0.0,0.5
CNN+Attention Mechanism+Dense,55.000001192092896,0.6930341720581055,50.0,0.693147655526797,36.634180545806885,0.8187894821166992,0.0,0.0,0.5
CNN+Capsule Network+Dense,55.000001192092896,0.6889280080795288,50.0,0.6941825097799301,30.380175590515137,0.8434250354766846,0.0,0.0,0.5
