Combination,Validation Accuracy,Validation Loss,Test Accuracy,Test Loss,Training time,Inference time,Cohens Kappa,MCC,Balanced Accuracy
Densenet,88.57142925262451,0.3005244135856628,85.66666841506958,0.3584636747837066,134.6031789779663,4.523251295089722,0.0,0.0,0.5
Densenet+Dropout(1)+Dense(2),90.71428775787354,0.3452658653259277,85.33333539962769,0.4315530955791473,152.22403264045715,4.368932723999023,0.0,0.0,0.5
Densenet+Dropout(1)+Dense(1),87.85714507102966,0.3226064443588257,85.33333539962769,0.3969055712223053,132.34792232513428,4.451165676116943,0.0,0.0,0.5
Densenet+GlobalAveragePooling+Dense,89.28571343421936,0.2996601164340973,86.00000143051147,0.3544413149356842,264.4431059360504,4.467433929443359,0.0,0.0,0.5
Densenet+Conv2D+GlobalAveragePooling+Dropout+Dense,89.99999761581421,0.3240941166877746,85.66666841506958,0.4305771291255951,132.3200809955597,4.515991687774658,0.0,0.0,0.5
Densenet+LSTM+Dense,88.57142925262451,0.3437021672725677,85.66666841506958,0.4339251220226288,176.53976345062256,4.453009366989136,0.0,0.0,0.5
Densenet+GRU+Dense,88.57142925262451,0.3390000462532043,86.33333444595337,0.3899096250534057,220.26904439926147,4.563507318496704,0.0,0.0,0.5
Densenet+Attention Mechanism+Dense,50.71428418159485,0.7785502672195435,53.33333611488342,0.7691743969917297,132.84937739372253,4.461419105529785,0.0,0.0,0.5
Densenet+Capsule Network+Dense,86.42857074737549,0.37606167793273926,82.99999833106995,0.47320079803466797,245.11563682556152,5.564674377441406,0.0,0.0,0.5
