Combination,Validation Accuracy,Validation Loss,Test Accuracy,Test Loss,Training time,Inference time,Cohens Kappa,MCC,Balanced Accuracy
Mobilenet+Dense,84.64285731315613,0.341653972864151,88.99999856948853,0.2959546148777008,41.021400690078735,4.296535491943359,0.7799804427060183,0.7799977792645505,0.889972887683897
MobileNet+Dense+Dropout,51.78571343421936,0.6914666295051575,50.49999952316284,0.6929064393043518,40.30295991897583,4.444773674011231,0.0033780004921589,0.0411321989967765,0.5016778523489933
MobileNet+Conv2D+GlobalAveragePooling+Dropout+Dense,47.85714149475098,0.6935605406761169,49.666666984558105,0.6932266354560852,82.78680396080017,4.368206739425659,0.0,0.0,0.5
MobileNet+LSTM+Dense,86.78571581840515,0.3238280713558197,88.83333206176758,0.3334161043167114,54.94493651390076,4.330992221832275,0.7765425236242357,0.7788373663426101,0.8880728032356994
MobileNet+GRU+Dense,72.50000238418579,0.5976641178131104,72.66666889190674,0.5671074390411377,275.4620871543884,4.363203048706055,0.4536004619963573,0.4550575562028155,0.7269211964976221
MobileNet+Attention Mechanism +Dense,52.14285850524902,0.6922785043716431,50.333333015441895,0.6938332319259644,82.38402509689331,4.3108320236206055,0.0,0.0,0.5
MobileNet+Capsule Network+Dense,52.14285850524902,0.6925619840621948,50.333333015441895,0.693228542804718,62.69006395339966,4.4316651821136475,0.0,0.0,0.5
