Combination,Validation Accuracy,Validation Loss,Test Accuracy,Test Loss,Training time,Inference time,Cohens Kappa,MCC,Balanced Accuracy
Densenet,87.5,0.2643470168113708,89.49999809265137,0.2980322241783142,336.0595922470093,7.548405170440674,0.0,0.0,0.5
Densenet+Dropout(1)+Dense(2),88.21428418159485,0.2708263695240021,88.99999856948853,0.3134268820285797,225.69788932800293,7.533827781677246,0.0,0.0,0.5
Densenet+Dropout(1)+Dense(1),89.64285850524902,0.2688954472541809,88.99999856948853,0.291190505027771,226.88895869255063,7.639758348464966,0.0,0.0,0.5
Densenet+GlobalAveragePooling+Dense,87.5,0.266131043434143,89.83333110809326,0.2940339148044586,299.14118814468384,7.61002779006958,0.0,0.0,0.5
Densenet+Conv2D+GlobalAveragePooling+Dropout+Dense,89.64285850524902,0.2433363050222396,87.8333330154419,0.3492613434791565,527.7616019248962,7.517608880996704,0.0,0.0,0.5
Densenet+LSTM+Dense,86.07142567634583,0.2887538373470306,88.49999904632568,0.3053338229656219,263.23265075683594,7.730907678604126,0.0,0.0,0.5
Densenet+GRU+Dense,89.28571343421936,0.2635113894939422,89.83333110809326,0.2911891043186188,264.6194603443146,7.734929084777832,0.0,0.0,0.5
Densenet+Attention Mechanism+Dense,56.42856955528259,0.7364558577537537,50.333333015441895,0.7475745677947998,529.2572660446167,7.787609577178955,0.0,0.0,0.5
Densenet+Capsule Network+Dense,86.42857074737549,0.38588494062423706,88.49999904632568,0.3104498088359833,362.90991592407227,9.294129610061646,0.0,0.0,0.5
