Combination,Validation Accuracy,Validation Loss,Test Accuracy,Test Loss,Training time,Inference time,Cohens Kappa,MCC,Balanced Accuracy
Densenet,89.46428298950195,0.271206647157669,88.58333230018616,0.2754581570625305,573.1231360435486,14.38483500480652,0.0,0.0,0.5
Densenet+Dropout(1)+Dense(2),88.92857432365417,0.2730499505996704,87.5,0.2868360877037048,503.8856568336487,14.348315715789797,0.0,0.0,0.5
Densenet+Dropout(1)+Dense(1),90.17857313156128,0.2652314007282257,87.58333325386047,0.2893392741680145,503.0868444442749,14.43112063407898,0.0,0.0,0.5
Densenet+GlobalAveragePooling+Dense,88.92857432365417,0.2712450325489044,87.66666650772095,0.2755104005336761,432.358286857605,14.491519451141356,0.0,0.0,0.5
Densenet+Conv2D+GlobalAveragePooling+Dropout+Dense,88.92857432365417,0.2761713564395904,88.7499988079071,0.2604465186595917,578.9678564071655,14.449994087219238,0.0,0.0,0.5
Densenet+LSTM+Dense,88.03571462631226,0.2730947434902191,87.91666626930237,0.282829076051712,431.1401877403259,14.41943907737732,0.0,0.0,0.5
Densenet+GRU+Dense,87.85714507102966,0.2807907164096832,87.91666626930237,0.2899560630321502,502.3932409286499,14.470999717712402,0.0,0.0,0.5
Densenet+Attention Mechanism+Dense,52.67857313156128,0.6999302506446838,48.83333444595337,0.7326699495315552,649.7653136253357,14.40383768081665,0.0,0.0,0.5
Densenet+Capsule Network+Dense,87.85714507102966,0.2977856397628784,88.33333253860474,0.2980005741119385,1203.7269790172577,21.967403411865234,0.0,0.0,0.5
