Combination,Validation Accuracy,Validation Loss,Test Accuracy,Test Loss,Training time,Inference time,Cohens Kappa,MCC,Balanced Accuracy
MObilenet+Dense,90.17857313156128,0.2864640653133392,88.99999856948853,0.2763538062572479,85.88545894622803,9.12173581123352,0.7799193037447064,0.780196960055487,0.8903414590727534
MobileNet+Dense+Dropout,48.92857074737549,0.6926705837249756,48.83333444595337,0.6927044987678528,124.99345111846924,8.882003545761108,0.0121629448484457,0.0633599886789934,0.5063084814027748
MobileNet+Conv2D+GlobalAveragePooling+Dropout+Dense,48.750001192092896,0.6938635110855103,48.16666543483734,0.6941010355949402,161.56863570213318,9.300264596939089,0.0,0.0,0.5
MobileNet+LSTM+Dense,48.750001192092896,0.6936720609664917,48.16666543483734,0.6938579082489014,128.54687643051147,9.13410711288452,0.0,0.0,0.5
MobileNet+GRU+Dense,48.750001192092896,0.6932269334793091,48.16666543483734,0.6932621002197266,100.24308586120604,9.139675378799438,0.0,0.0,0.5
MobileNet+Attention Mechanism +Dense,64.10714387893677,0.6620846390724182,60.66666841506958,0.6697613596916199,99.8550398349762,9.165776252746582,0.2079119305468539,0.2103246470280554,0.6033834377329521
MobileNet+Capsule Network+Dense,89.28571343421936,0.2538045048713684,88.91666531562805,0.27017223834991455,186.9331407546997,10.248637437820435,0.7782655811497958,0.7785783477367689,0.889537600551853
