Combination,Validation Accuracy,Validation Loss,Test Accuracy,Test Loss,Training time,Inference time,Cohens Kappa,MCC,Balanced Accuracy
Densenet,88.39285969734192,0.2848667800426483,87.66666650772095,0.2957210838794708,857.0867640972137,14.337823152542114,0.0,0.0,0.5
Densenet+Dropout(1)+Dense(2),88.7499988079071,0.2921911180019378,87.99999952316284,0.296263039112091,432.2639353275299,14.365869045257568,0.0,0.0,0.5
Densenet+Dropout(1)+Dense(1),88.57142925262451,0.2810019552707672,88.49999904632568,0.2934645712375641,431.1484518051148,14.400290727615356,0.0,0.0,0.5
Densenet+GlobalAveragePooling+Dense,89.82142806053162,0.2667920589447021,88.91666531562805,0.2706405818462372,503.6256148815155,14.37761664390564,0.0,0.0,0.5
Densenet+Conv2D+GlobalAveragePooling+Dropout+Dense,88.57142925262451,0.3049516081809997,89.49999809265137,0.2770510613918304,505.6362097263336,14.487502098083496,0.0,0.0,0.5
Densenet+LSTM+Dense,89.10714387893677,0.280716598033905,87.8333330154419,0.2827979028224945,573.5312776565552,14.381427764892578,0.0,0.0,0.5
Densenet+GRU+Dense,88.92857432365417,0.2841290533542633,87.74999976158142,0.301627516746521,574.2312767505646,14.437105655670166,0.0,0.0,0.5
Densenet+Attention Mechanism+Dense,53.75000238418579,0.6991970539093018,51.16666555404663,0.700281023979187,1151.5400295257568,14.50573444366455,0.0,0.0,0.5
Densenet+Capsule Network+Dense,87.67856955528259,0.3049848675727844,89.66666460037231,0.2768280506134033,1317.877056837082,18.401156187057495,0.0,0.0,0.5
