Combination,Validation Accuracy,Validation Loss,Test Accuracy,Test Loss,Training time,Inference time,Cohens Kappa,MCC,Balanced Accuracy
MObilenet+Dense,89.39873576164246,0.305493414402008,89.37269449234009,0.2912027835845947,140.0781102180481,9.754615068435667,0.7871565237310877,0.7871874804501381,0.8937251469901395
MobileNet+Dense+Dropout,49.84177350997925,0.6923683285713196,47.89668023586273,0.6930559277534485,93.51355004310608,9.69657564163208,0.0,0.0,0.5
MobileNet+Conv2D+GlobalAveragePooling+Dropout+Dense,49.84177350997925,0.6933675408363342,47.89668023586273,0.6941292881965637,158.76496648788452,9.824354887008669,0.0,0.0,0.5
MobileNet+LSTM+Dense,49.84177350997925,0.6931586861610413,47.89668023586273,0.6932551264762878,168.39270853996277,10.353780269622805,0.0,0.0,0.5
MobileNet+GRU+Dense,49.84177350997925,0.6932538151741028,47.89668023586273,0.6937408447265625,143.00812411308289,10.089929342269896,0.0,0.0,0.5
MobileNet+Attention Mechanism +Dense,50.15822649002075,0.6931408047676086,52.10332274436951,0.693052351474762,155.56635642051697,9.752557516098022,0.0,0.0,0.5
MobileNet+Capsule Network+Dense,89.2405092716217,0.25755083560943604,89.2988920211792,0.26548337936401367,186.81557774543762,10.557381391525269,0.785318037436994,0.7856978980729318,0.8921461215118487
