Combination,Validation Accuracy,Validation Loss,Test Accuracy,Test Loss,Training time,Inference time,Cohens Kappa,MCC,Balanced Accuracy
Mobilenet+Dense,89.08227682113647,0.2981437742710113,88.63468766212463,0.2848737239837646,108.62601733207704,9.75794792175293,0.7727713252156642,0.7737456065373585,0.8872028005604613
MobileNet+Dense+Dropout,59.01898741722107,0.6913694739341736,58.00737738609314,0.6912915110588074,93.41567945480348,9.696237564086914,0.13625522199281,0.1760073148076884,0.5663605372396845
MobileNet+Conv2D+GlobalAveragePooling+Dropout+Dense,49.84177350997925,0.6932030916213989,47.89668023586273,0.6935223340988159,95.786634683609,9.855276346206663,0.0,0.0,0.5
MobileNet+LSTM+Dense,50.15822649002075,0.6932174563407898,52.10332274436951,0.6924781203269958,117.63229537010191,10.326010465621948,0.0,0.0,0.5
MobileNet+GRU+Dense,50.15822649002075,0.6931403875350952,52.10332274436951,0.6930379867553711,238.21684885025024,10.03669571876526,0.0,0.0,0.5
MobileNet+Attention Mechanism +Dense,49.84177350997925,0.6931474804878235,47.89668023586273,0.6931496262550354,186.5216634273529,9.767573595046995,0.0,0.0,0.5
MobileNet+Capsule Network+Dense,88.92405033111572,0.2606450915336609,89.66789841651917,0.2519172728061676,216.9861123561859,10.551103591918945,0.7928885550455711,0.7929440891635476,0.8962470045439268
