Combination,Validation Accuracy,Validation Loss,Test Accuracy,Test Loss,Training time,Inference time,Cohens Kappa,MCC,Balanced Accuracy
Mobilenet+Dense,88.92405033111572,0.3184159398078918,89.81549739837646,0.2887274622917175,93.18386316299438,9.75162649154663,0.795643811064239,0.7961467789449512,0.8972280300484075
MobileNet+Dense+Dropout,61.55063509941101,0.6764235496520996,59.26199555397034,0.6765477061271667,744.6085886955261,9.680654525756836,0.1735139029467794,0.1818591409883629,0.5856776823790797
MobileNet+Conv2D+GlobalAveragePooling+Dropout+Dense,49.84177350997925,0.6934136152267456,47.89668023586273,0.694266140460968,127.22681283950806,9.846309661865234,0.0,0.0,0.5
MobileNet+LSTM+Dense,50.15822649002075,0.6931386590003967,52.10332274436951,0.6929445266723633,117.70475101470949,10.222670555114746,0.0,0.0,0.5
MobileNet+GRU+Dense,50.15822649002075,0.6931496858596802,52.10332274436951,0.6927570104598999,143.24917006492615,10.145986318588257,0.0,0.0,0.5
MobileNet+Attention Mechanism +Dense,50.15822649002075,0.6931536197662354,52.10332274436951,0.6927269101142883,263.9537715911865,9.74407958984375,0.0,0.0,0.5
MobileNet+Capsule Network+Dense,88.92405033111572,0.26378148794174194,89.2988920211792,0.27734139561653137,186.7918782234192,10.462140083312988,0.7859579247587226,0.7865829203002609,0.8936389389647179
